! R140 Conversion
! Date: 2024-08-14 14:49:30
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
6.75000000E+9      6.90421800E+1      2.69679600E+1      1.01267600E+1      3.90602000E-1      -6.38779000E-1      -3.27226600E-1
7.00000000E+9      6.82784800E+1      2.75569400E+1      1.07311800E+1      4.03597000E-1      -6.44693600E-1      -3.13612400E-1
7.25000000E+9      6.74804600E+1      2.81198000E+1      1.13414600E+1      4.16710400E-1      -6.47966200E-1      -2.96363400E-1
7.50000000E+9      6.67525800E+1      2.85997800E+1      1.19328200E+1      4.28445000E-1      -6.50113000E-1      -2.80908800E-1
7.75000000E+9      6.59190600E+1      2.90203800E+1      1.25119400E+1      4.40243200E-1      -6.56407400E-1      -2.65794000E-1
8.00000000E+9      6.51899600E+1      2.93649000E+1      1.30688800E+1      4.50451600E-1      -6.54348000E-1      -2.50242600E-1
8.25000000E+9      6.43607000E+1      2.97535200E+1      1.36556400E+1      4.62293600E-1      -6.56889200E-1      -2.41723800E-1
8.50000000E+9      6.36693600E+1      3.00673000E+1      1.42178000E+1      4.72241200E-1      -6.56910000E-1      -2.28755600E-1
8.75000000E+9      6.29175800E+1      3.04937200E+1      1.48435400E+1      4.84661200E-1      -6.60596800E-1      -2.19970600E-1
9.00000000E+9      6.22624600E+1      3.08431600E+1      1.54426200E+1      4.95372600E-1      -6.60371000E-1      -2.06612600E-1
9.25000000E+9      6.15259400E+1      3.11973800E+1      1.60538400E+1      5.07059800E-1      -6.61784200E-1      -1.97144800E-1
9.50000000E+9      6.08727800E+1      3.16468200E+1      1.67252600E+1      5.19884400E-1      -6.62181600E-1      -1.88097000E-1
9.75000000E+9      6.02607200E+1      3.19874400E+1      1.73501600E+1      5.30817200E-1      -6.59848200E-1      -1.75852200E-1
1.00000000E+10      5.95711400E+1      3.24209000E+1      1.80361800E+1      5.44238600E-1      -6.65171600E-1      -1.67145200E-1
1.02500000E+10      5.89367800E+1      3.26121200E+1      1.85961400E+1      5.53341600E-1      -6.60439200E-1      -1.59654400E-1
1.05000000E+10      5.83148400E+1      3.27432800E+1      1.91263200E+1      5.61492000E-1      -6.64029200E-1      -1.49542000E-1
1.07500000E+10      5.75812400E+1      3.31040800E+1      1.97974600E+1      5.74911600E-1      -6.62641200E-1      -1.40826800E-1
1.10000000E+10      5.68723000E+1      3.33985400E+1      2.04380600E+1      5.87256000E-1      -6.58694400E-1      -1.31773800E-1
