! R140 Conversion
! Date: 2024-08-14 14:49:32
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
4.50000000E+9      7.41061200E+1      2.03814200E+1      5.10230400E+0      2.75030400E-1      -5.29669400E-1      -5.36748200E-1
4.55000000E+9      7.41035000E+1      2.05781200E+1      5.20879000E+0      2.77694600E-1      -5.34674200E-1      -5.30207200E-1
4.60000000E+9      7.40920400E+1      2.07098000E+1      5.29972600E+0      2.79514600E-1      -5.39663400E-1      -5.24294400E-1
4.65000000E+9      7.40565800E+1      2.08047200E+1      5.38188400E+0      2.80930200E-1      -5.44454600E-1      -5.18828600E-1
4.70000000E+9      7.39360600E+1      2.08726200E+1      5.45750400E+0      2.82306200E-1      -5.48589800E-1      -5.13905400E-1
4.75000000E+9      7.37315400E+1      2.09606600E+1      5.53882800E+0      2.84283000E-1      -5.51959400E-1      -5.09178400E-1
4.80000000E+9      7.35223600E+1      2.10592200E+1      5.62344400E+0      2.86432600E-1      -5.55105600E-1      -5.04220200E-1
4.85000000E+9      7.36733600E+1      2.13591000E+1      5.76293800E+0      2.89916800E-1      -5.60138800E-1      -4.96906400E-1
4.90000000E+9      7.37097800E+1      2.14742200E+1      5.85373000E+0      2.91333600E-1      -5.64769400E-1      -4.91347600E-1
4.95000000E+9      7.33290000E+1      2.17515200E+1      5.98981600E+0      2.96628800E-1      -5.65940200E-1      -4.85960600E-1
5.00000000E+9      7.31003200E+1      2.18713800E+1      6.08366800E+0      2.99197400E-1      -5.68548600E-1      -4.81336800E-1
5.05000000E+9      7.31922400E+1      2.19916800E+1      6.17830600E+0      3.00465000E-1      -5.73152200E-1      -4.75512800E-1
5.10000000E+9      7.31561000E+1      2.21675800E+1      6.28937600E+0      3.03017600E-1      -5.76629600E-1      -4.69786400E-1
5.15000000E+9      7.31282800E+1      2.21693400E+1      6.35154400E+0      3.03157200E-1      -5.80577000E-1      -4.65317000E-1
5.20000000E+9      7.30770200E+1      2.23430600E+1      6.46346400E+0      3.05746800E-1      -5.83800400E-1      -4.59860600E-1
5.25000000E+9      7.30387400E+1      2.22664200E+1      6.50323200E+0      3.04856800E-1      -5.87751600E-1      -4.56123800E-1
5.30000000E+9      7.28352000E+1      2.25432600E+1      6.64679200E+0      3.09510600E-1      -5.89537400E-1      -4.50622400E-1
5.35000000E+9      7.25484600E+1      2.25051400E+1      6.69814600E+0      3.10205600E-1      -5.91628600E-1      -4.47521800E-1
5.40000000E+9      7.25823200E+1      2.30305800E+1      6.91859600E+0      3.17304400E-1      -5.94138200E-1      -4.39928800E-1
5.45000000E+9      7.25961600E+1      2.30115000E+1      6.97687800E+0      3.16979200E-1      -5.97997000E-1      -4.36019800E-1
5.50000000E+9      7.24352200E+1      2.31439800E+1      7.08141800E+0      3.19513000E-1      -6.00244800E-1      -4.31711400E-1
5.55000000E+9      7.22540000E+1      2.33658800E+1      7.21430400E+0      3.23385200E-1      -6.01864400E-1      -4.26538200E-1
5.60000000E+9      7.21263600E+1      2.35240000E+1      7.32855600E+0      3.26149800E-1      -6.03961400E-1      -4.21720200E-1
5.65000000E+9      7.20730800E+1      2.36778800E+1      7.44236000E+0      3.28526200E-1      -6.06490600E-1      -4.16819400E-1
5.70000000E+9      7.20863800E+1      2.34475000E+1      7.43517400E+0      3.25269400E-1      -6.10452800E-1      -4.14198600E-1
5.75000000E+9      7.21325200E+1      2.38889200E+1      7.64158800E+0      3.31182400E-1      -6.12686400E-1      -4.07432800E-1
5.80000000E+9      7.20745800E+1      2.39007000E+1      7.71184800E+0      3.31609200E-1      -6.15431000E-1      -4.03680000E-1
5.85000000E+9      7.18331800E+1      2.38475000E+1      7.76100400E+0      3.31985600E-1      -6.17210600E-1      -4.00897000E-1
5.90000000E+9      7.15983600E+1      2.42217600E+1      7.95017800E+0      3.38301800E-1      -6.17813800E-1      -3.95599800E-1
5.95000000E+9      7.13416800E+1      2.43660000E+1      8.06530400E+0      3.41540000E-1      -6.18896000E-1      -3.91824400E-1
6.00000000E+9      7.10695000E+1      2.45414400E+1      8.19163200E+0      3.45315600E-1      -6.19772800E-1      -3.87976000E-1
6.25000000E+9      7.06731800E+1      2.55377000E+1      8.87935200E+0      3.61352200E-1      -6.28062800E-1      -3.64790400E-1
6.50000000E+9      6.96549800E+1      2.60116400E+1      9.40590800E+0      3.73436200E-1      -6.33603400E-1      -3.48109600E-1
6.75000000E+9      6.92664400E+1      2.70040200E+1      1.01403400E+1      3.89858600E-1      -6.39773600E-1      -3.27019200E-1
7.00000000E+9      6.82481800E+1      2.70500400E+1      1.05338000E+1      3.96348400E-1      -6.44564400E-1      -3.14188600E-1
7.25000000E+9      6.76964000E+1      2.78652400E+1      1.12388200E+1      4.11620200E-1      -6.48578600E-1      -2.96149000E-1
7.50000000E+9      6.69115800E+1      2.85898800E+1      1.19287000E+1      4.27284800E-1      -6.51589600E-1      -2.80506800E-1
7.75000000E+9      6.64903800E+1      2.90555800E+1      1.25271000E+1      4.36989000E-1      -6.55708800E-1      -2.65501800E-1
8.00000000E+9      6.51608800E+1      2.99993600E+1      1.33512200E+1      4.60392600E-1      -6.54486600E-1      -2.51138000E-1
8.25000000E+9      6.44387200E+1      2.98416600E+1      1.36960800E+1      4.63104400E-1      -6.57313600E-1      -2.41017400E-1
8.50000000E+9      6.34767600E+1      3.03403200E+1      1.43469200E+1      4.77980600E-1      -6.57911000E-1      -2.29048800E-1
8.75000000E+9      6.28877000E+1      3.01127600E+1      1.46581400E+1      4.78835600E-1      -6.60569800E-1      -2.19936600E-1
9.00000000E+9      6.20519200E+1      3.11783800E+1      1.56104600E+1      5.02458000E-1      -6.59957400E-1      -2.05963400E-1
9.25000000E+9      6.15165200E+1      3.09610600E+1      1.59322200E+1      5.03295200E-1      -6.62035800E-1      -1.97586800E-1
9.50000000E+9      6.09268400E+1      3.13343800E+1      1.65601400E+1      5.14294000E-1      -6.63122000E-1      -1.87209400E-1
9.75000000E+9      5.98424600E+1      3.23301000E+1      1.75360000E+1      5.40254400E-1      -6.60166600E-1      -1.75117400E-1
1.00000000E+10      6.01757400E+1      3.20587400E+1      1.78346800E+1      5.32764600E-1      -6.65681800E-1      -1.66915200E-1
1.02500000E+10      5.85279000E+1      3.22144800E+1      1.83693600E+1      5.50413600E-1      -6.60638000E-1      -1.60093600E-1
1.05000000E+10      5.86784800E+1      3.26524400E+1      1.90732200E+1      5.56457800E-1      -6.63235000E-1      -1.49803800E-1
1.07500000E+10      5.80727000E+1      3.31343200E+1      1.98155600E+1      5.70574000E-1      -6.62905000E-1      -1.40781200E-1
1.10000000E+10      5.67520400E+1      3.39537800E+1      2.07778400E+1      5.98286000E-1      -6.59634200E-1      -1.31595600E-1
1.12500000E+10      5.73527800E+1      3.38882600E+1      2.12090400E+1      5.90881800E-1      -6.63525600E-1      -1.24173400E-1
1.15000000E+10      5.44669600E+1      3.45199000E+1      2.20844600E+1      6.33784000E-1      -6.53186400E-1      -1.17791400E-1
1.17500000E+10      5.56595800E+1      3.40251000E+1      2.22411200E+1      6.11312200E-1      -6.60409600E-1      -1.12009000E-1
1.20000000E+10      5.30940600E+1      3.51524000E+1      2.34668800E+1      6.62076000E-1      -6.51657800E-1      -1.03479600E-1
1.22500000E+10      5.44767600E+1      3.34891200E+1      2.28223000E+1      6.14749600E-1      -6.59459000E-1      -1.02871400E-1
1.25000000E+10      5.12626800E+1      3.52005000E+1      2.44781400E+1      6.86683400E-1      -6.46909800E-1      -9.29461200E-2
1.27500000E+10      5.25543600E+1      3.46514800E+1      2.45782600E+1      6.59379800E-1      -6.53755800E-1      -8.86158400E-2
1.30000000E+10      5.01850800E+1      3.42832800E+1      2.47939200E+1      6.83149800E-1      -6.46593800E-1      -8.60311200E-2
1.32500000E+10      5.03187400E+1      3.56726000E+1      2.62948000E+1      7.08939000E-1      -6.47168200E-1      -7.56756200E-2
1.35000000E+10      5.07168400E+1      3.49644800E+1      2.62591200E+1      6.89422600E-1      -6.49860400E-1      -7.32668200E-2
1.37500000E+10      4.94173000E+1      3.73675800E+1      2.85836200E+1      7.56195200E-1      -6.45430200E-1      -6.03055800E-2
1.40000000E+10      4.98621000E+1      3.52627800E+1      2.74640200E+1      7.07203000E-1      -6.48786800E-1      -6.30594000E-2
