! R140 Conversion
! Date: 2024-08-14 14:49:34
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
3.05000000E+9      7.75274400E+1      1.42067200E+1      2.41053400E+0      1.83247600E-1      -3.24464400E-1      -7.42296200E-1
3.10000000E+9      7.74166200E+1      1.43772800E+1      2.47946200E+0      1.85713000E-1      -3.35497600E-1      -7.34795200E-1
3.15000000E+9      7.73058000E+1      1.45531800E+1      2.55028200E+0      1.88254800E-1      -3.46460600E-1      -7.26865600E-1
3.20000000E+9      7.71922800E+1      1.47342600E+1      2.62299400E+0      1.90877400E-1      -3.57416000E-1      -7.19174200E-1
3.25000000E+9      7.70820600E+1      1.49181600E+1      2.69723000E+0      1.93535800E-1      -3.67769400E-1      -7.11770200E-1
3.30000000E+9      7.69765200E+1      1.50999600E+1      2.77210200E+0      1.96163600E-1      -3.77558600E-1      -7.04888400E-1
3.35000000E+9      7.68757000E+1      1.52779400E+1      2.84727200E+0      1.98735800E-1      -3.87626000E-1      -6.98334600E-1
3.40000000E+9      7.67759200E+1      1.54485600E+1      2.92203800E+0      2.01216000E-1      -3.96597200E-1      -6.91580200E-1
3.45000000E+9      7.66683200E+1      1.56096000E+1      2.99592400E+0      2.03599200E-1      -4.04690000E-1      -6.84818400E-1
3.50000000E+9      7.65650400E+1      1.57705600E+1      3.07068200E+0      2.05976200E-1      -4.12726400E-1      -6.78003400E-1
3.55000000E+9      7.64578200E+1      1.59311600E+1      3.14626400E+0      2.08365200E-1      -4.20251200E-1      -6.70342400E-1
3.60000000E+9      7.63477800E+1      1.60973000E+1      3.22385200E+0      2.10841800E-1      -4.28053000E-1      -6.62646000E-1
3.65000000E+9      7.62346400E+1      1.62652000E+1      3.30272000E+0      2.13357000E-1      -4.35876000E-1      -6.55194000E-1
3.70000000E+9      7.61239200E+1      1.64345000E+1      3.38281000E+0      2.15891400E-1      -4.43847800E-1      -6.48241800E-1
